city,rank,lat,lon,description
Phenix City,411,32.4588,-85.0251,"Ranks highly in: Agricultural_Loss_Rate: 78%, PM25: 77%, Household_Income: 76%"
Concord,412,43.2305,-71.5595,"Ranks highly in: Agricultural_Loss_Rate: 99%, PM25: 98%, Traffic_Proximity: 97%"
Cleveland,413,35.1817,-84.8707,"Ranks highly in: Asthma: 99%, PM25: 99%, Household_Income: 98%"
Sylacauga,414,33.1778,-86.2606,"Ranks highly in: PM25: 79%, Asthma: 73%, Agricultural_Loss_Rate: 72%"
Canyon,415,34.9877,-101.9178,"Ranks highly in: Building_Loss_Rate: 80%, Diesel_Particulate: 79%, Traffic_Proximity: 76%"
Peru,416,41.3484,-89.137,"Ranks highly in: PM25: 76%, Diesel_Particulate: 75%, Household_Income: 74%"
Sierra Vista,417,31.563,-110.3153,"Ranks highly in: Agricultural_Loss_Rate: 80%, Asthma: 80%, Household_Income: 79%"
Pittsfield,418,42.4517,-73.2605,"Ranks highly in: Asthma: 81%, Traffic_Proximity: 79%, Household_Income: 73%"
Spotsylvania Courthouse,419,38.1982,-77.5885,"Ranks highly in: Diesel_Particulate: 78%, Agricultural_Loss_Rate: 78%, Household_Income: 75%"
Danville,420,40.1423,-87.6114,"Ranks highly in: PM25: 79%, Agricultural_Loss_Rate: 79%, Asthma: 77%"
Shelbyville,421,35.4987,-86.4516,"Ranks highly in: Agricultural_Loss_Rate: 82%, Asthma: 77%, Household_Income: 74%"
Billings,422,45.7891,-108.5524,"Ranks highly in: Traffic_Proximity: 78%, Asthma: 77%, Diesel_Particulate: 74%"
Milton,423,41.009,-76.8507,"Ranks highly in: PM25: 78%, Asthma: 78%, Household_Income: 77%"
Sebring,424,27.477,-81.453,"Ranks highly in: Agricultural_Loss_Rate: 81%, Building_Loss_Rate: 79%, Household_Income: 75%"
Paris,425,33.6688,-95.546,"Ranks highly in: Building_Loss_Rate: 83%, PM25: 82%, Household_Income: 82%"
Lewiston,426,44.0915,-70.1681,"Ranks highly in: Asthma: 83%, Agricultural_Loss_Rate: 82%, Household_Income: 78%"
Waldorf,427,38.6085,-76.9195,"Ranks highly in: Diesel_Particulate: 78%, Asthma: 74%, PM25: 74%"
Sevierville,428,35.8873,-83.5677,"Ranks highly in: Agricultural_Loss_Rate: 76%, PM25: 73%, Asthma: 72%"
East Liverpool,429,40.6333,-80.5677,"Ranks highly in: PM25: 79%, Asthma: 74%, Household_Income: 72%"
New Braunfels,430,29.6994,-98.1148,"Ranks highly in: PM25: 78%, Agricultural_Loss_Rate: 78%, Building_Loss_Rate: 77%"
Emporia,431,38.4028,-96.1924,"Ranks highly in: Agricultural_Loss_Rate: 82%, Building_Loss_Rate: 78%, Household_Income: 74%"
El Centro,432,32.7867,-115.5586,"Ranks highly in: PM25: 81%, Traffic_Proximity: 77%, Household_Income: 72%"
Morganton,433,35.7408,-81.7003,"Ranks highly in: Agricultural_Loss_Rate: 81%, Building_Loss_Rate: 75%, PM25: 73%"
Homosassa Springs,434,28.8118,-82.5392,"Ranks highly in: Building_Loss_Rate: 78%, Household_Income: 76%, PM25: 71%"
Roanoke Rapids,435,36.4452,-77.6491,"Ranks highly in: Agricultural_Loss_Rate: 77%, Household_Income: 75%, Asthma: 74%"
State College,436,40.7909,-77.8568,"Ranks highly in: PM25: 77%, Traffic_Proximity: 76%, Asthma: 76%"
Odessa,437,31.8831,-102.3406,"Ranks highly in: Building_Loss_Rate: 77%, Traffic_Proximity: 76%, Diesel_Particulate: 72%"
Coeur d'Alene,438,47.7041,-116.7935,"Ranks highly in: PM25: 83%, Diesel_Particulate: 74%, Traffic_Proximity: 74%"
Ashtabula,439,41.8806,-80.7984,"Ranks highly in: Asthma: 77%, PM25: 74%, Household_Income: 74%"
West Memphis,440,35.1531,-90.1995,"Ranks highly in: PM25: 77%, Diesel_Particulate: 77%, Asthma: 76%"
Dallas,441,33.9153,-84.8416,"Ranks highly in: Building_Loss_Rate: 99%, PM25: 99%, Household_Income: 99%"
Athens,442,34.7847,-86.951,"Ranks highly in: Agricultural_Loss_Rate: 94%, Household_Income: 92%, Asthma: 91%"
St. Cloud,443,45.5339,-94.1718,"Ranks highly in: Agricultural_Loss_Rate: 76%, Building_Loss_Rate: 75%, Traffic_Proximity: 73%"
Aquia Harbour,444,38.4597,-77.3806,"Ranks highly in: Diesel_Particulate: 79%, Agricultural_Loss_Rate: 75%, Building_Loss_Rate: 71%"
Madisonville,445,37.3408,-87.5034,"Ranks highly in: PM25: 75%, Building_Loss_Rate: 72%, Agricultural_Loss_Rate: 71%"
Victoria,446,28.8285,-96.985,"Ranks highly in: PM25: 77%, Building_Loss_Rate: 77%, Traffic_Proximity: 72%"
Enid,447,36.4061,-97.8701,"Ranks highly in: Building_Loss_Rate: 75%, Agricultural_Loss_Rate: 74%, Traffic_Proximity: 72%"
Lafayette,448,30.2084,-92.0323,"Ranks highly in: Asthma: 86%, Diesel_Particulate: 85%, PM25: 85%"
Waterville,449,44.5441,-69.6624,"Ranks highly in: Agricultural_Loss_Rate: 86%, Asthma: 79%, Household_Income: 72%"
Dover,450,43.1887,-70.8845,"Ranks highly in: Agricultural_Loss_Rate: 77%, Traffic_Proximity: 76%, Asthma: 75%"
Waverly,451,42.7401,-84.6353,"Ranks highly in: Agricultural_Loss_Rate: 87%, Asthma: 87%, Building_Loss_Rate: 86%"
Big Stone Gap,452,36.8626,-82.7769,"Ranks highly in: Building_Loss_Rate: 73%, Household_Income: 73%, Agricultural_Loss_Rate: 72%"
Plainfield,453,39.6953,-86.3717,"Ranks highly in: Diesel_Particulate: 77%, PM25: 76%, Agricultural_Loss_Rate: 73%"
La Crosse,454,43.824,-91.2268,"Ranks highly in: Traffic_Proximity: 78%, Diesel_Particulate: 74%, Building_Loss_Rate: 72%"
Indiana,455,40.622,-79.1552,"Ranks highly in: PM25: 80%, Asthma: 74%, Household_Income: 72%"
Hot Springs,456,34.4892,-93.0501,"Ranks highly in: PM25: 76%, Building_Loss_Rate: 74%, Traffic_Proximity: 71%"
Show Low,457,34.2671,-110.0384,"Ranks highly in: Agricultural_Loss_Rate: 81%, Household_Income: 81%, Asthma: 80%"
Logan,458,41.74,-111.8419,"Ranks highly in: Agricultural_Loss_Rate: 79%, Asthma: 78%, PM25: 76%"
Rapid City,459,44.0716,-103.2204,"Ranks highly in: Building_Loss_Rate: 76%, Traffic_Proximity: 75%, Household_Income: 72%"
Dubuque,460,42.5008,-90.7067,"Ranks highly in: Building_Loss_Rate: 75%, Traffic_Proximity: 74%, Diesel_Particulate: 72%"
Sioux City,461,42.4959,-96.3901,"Ranks highly in: Building_Loss_Rate: 76%, Traffic_Proximity: 75%, Diesel_Particulate: 71%"
Bainbridge,462,30.9046,-84.5727,"Ranks highly in: PM25: 72%, Building_Loss_Rate: 75%, Agricultural_Loss_Rate: 74%"
Burlington,463,44.4877,-73.2314,"Ranks highly in: Agricultural_Loss_Rate: 92%, Asthma: 88%, Building_Loss_Rate: 88%"
Texarkana,464,33.4361,-93.996,"Ranks highly in: PM25: 84%, Building_Loss_Rate: 83%, Agricultural_Loss_Rate: 80%"
Holland,465,42.7677,-86.0985,"Ranks highly in: Asthma: 89%, Agricultural_Loss_Rate: 88%, Building_Loss_Rate: 87%"
Hattiesburg,466,31.3074,-89.317,"Ranks highly in: PM25: 73%, Building_Loss_Rate: 73%, Diesel_Particulate: 70%"
Cañon City,467,38.443,-105.2203,"Ranks highly in: Agricultural_Loss_Rate: 79%, Building_Loss_Rate: 76%, Household_Income: 74%"
Paducah,468,37.0711,-88.6436,"Ranks highly in: PM25: 75%, Diesel_Particulate: 72%, Building_Loss_Rate: 70%"
Adrian,469,41.8994,-84.0446,"Ranks highly in: Asthma: 75%, Building_Loss_Rate: 69%, PM25: 68%"
Texarkana,470,33.4487,-94.0815,"Ranks highly in: PM25: 84%, Building_Loss_Rate: 83%, Agricultural_Loss_Rate: 80%"
Morgantown,471,39.638,-79.9468,"Ranks highly in: Asthma: 75%, Traffic_Proximity: 75%, Diesel_Particulate: 73%"
Price,472,39.604,-110.8004,"Ranks highly in: Agricultural_Loss_Rate: 74%, Asthma: 73%, Household_Income: 73%"
Yuba City,473,39.1357,-121.6381,"Ranks highly in: Agricultural_Loss_Rate: 76%, PM25: 75%, Traffic_Proximity: 73%"
Kirksville,474,40.1986,-92.5753,"Ranks highly in: Agricultural_Loss_Rate: 74%, Household_Income: 73%, Building_Loss_Rate: 73%"
Sapulpa,475,36.0089,-96.1006,"Ranks highly in: PM25: 77%, Building_Loss_Rate: 75%, Agricultural_Loss_Rate: 73%"
Martins Ferry,476,40.1014,-80.7253,"Ranks highly in: Traffic_Proximity: 72%, PM25: 71%, Building_Loss_Rate: 70%"
Orangeburg,477,33.4928,-80.867,"Ranks highly in: Asthma: 74%, Household_Income: 73%, Agricultural_Loss_Rate: 71%"
Kittanning,478,40.8279,-79.5233,"Ranks highly in: PM25: 78%, Asthma: 70%, Household_Income: 68%"
Bellingham,479,48.7543,-122.4687,"Ranks highly in: Asthma: 79%, Diesel_Particulate: 78%, Traffic_Proximity: 76%"
Portsmouth,480,38.7539,-82.9446,"Ranks highly in: Agricultural_Loss_Rate: 97%, Asthma: 92%, Household_Income: 91%"
Newnan,481,33.3766,-84.7761,"Ranks highly in: PM25: 78%, Agricultural_Loss_Rate: 73%, Diesel_Particulate: 71%"
Winder,482,33.9917,-83.7218,"Ranks highly in: PM25: 75%, Diesel_Particulate: 73%, Agricultural_Loss_Rate: 71%"
Longview,483,46.1461,-122.9629,"Ranks highly in: Asthma: 85%, Traffic_Proximity: 82%, PM25: 82%"
Zanesville,484,39.9565,-82.0132,"Ranks highly in: PM25: 70%, Asthma: 70%, Traffic_Proximity: 69%"
Andalusia,485,31.3101,-86.4781,"Ranks highly in: Agricultural_Loss_Rate: 74%, PM25: 73%, Building_Loss_Rate: 71%"
Grand Junction,486,39.0876,-108.5673,"Ranks highly in: Traffic_Proximity: 75%, Asthma: 73%, Diesel_Particulate: 71%"
Springfield,487,36.4943,-86.8709,"Ranks highly in: Agricultural_Loss_Rate: 99%, Asthma: 98%, Building_Loss_Rate: 98%"
Bend,488,44.0562,-121.3087,"Ranks highly in: PM25: 78%, Traffic_Proximity: 70%, Asthma: 69%"
Oswego,489,43.4516,-76.5005,"Ranks highly in: Asthma: 82%, Agricultural_Loss_Rate: 80%, Traffic_Proximity: 77%"
Mechanicsville,490,37.6262,-77.3561,"Ranks highly in: Agricultural_Loss_Rate: 79%, Diesel_Particulate: 76%, PM25: 69%"
Elkton,491,39.6067,-75.8208,"Ranks highly in: Agricultural_Loss_Rate: 74%, Diesel_Particulate: 74%, PM25: 72%"
Lufkin,492,31.3217,-94.7277,"Ranks highly in: PM25: 74%, Agricultural_Loss_Rate: 68%, Household_Income: 66%"
Muskogee,493,35.7431,-95.3568,"Ranks highly in: PM25: 74%, Agricultural_Loss_Rate: 69%, Asthma: 69%"
Flagstaff,494,35.1872,-111.6195,"Ranks highly in: Building_Loss_Rate: 74%, Asthma: 74%, Traffic_Proximity: 73%"
New Bern,495,35.0955,-77.0723,"Ranks highly in: Building_Loss_Rate: 75%, Agricultural_Loss_Rate: 73%, Traffic_Proximity: 68%"
Pocatello,496,42.8724,-112.4646,"Ranks highly in: Traffic_Proximity: 73%, Asthma: 70%, Diesel_Particulate: 67%"
Dalton,497,34.769,-84.9712,"Ranks highly in: PM25: 76%, Diesel_Particulate: 74%, Traffic_Proximity: 68%"
Missoula,498,46.875,-114.0214,"Ranks highly in: PM25: 80%, Traffic_Proximity: 73%, Diesel_Particulate: 63%"
Wausau,499,44.962,-89.6459,"Ranks highly in: Traffic_Proximity: 76%, Asthma: 70%, Household_Income: 69%"
Pinehurst,500,35.1922,-79.4684,"Ranks highly in: Agricultural_Loss_Rate: 80%, Building_Loss_Rate: 76%, PM25: 65%"
